batch,model,reasoning_effort,correct_source,run_id,scheduled_order,arm,correct,parser_status,reasoning_output_tokens,reasoning_tokens_is_516,reasoning_tokens_is_1034,reasoning_tokens_is_518n_minus_2,lattice_n,lattice_residual,final_integer_candidate
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0081-control,81,control,True,resolved,5692,False,False,False,,-4,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0082-treatment,82,treatment,True,resolved,11394,False,False,True,22,0,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0083-treatment,83,treatment,True,resolved,8926,False,False,False,,122,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0084-control,84,control,True,resolved,6212,False,False,False,,-2,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0085-treatment,85,treatment,True,resolved,6283,False,False,False,,69,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0086-control,86,control,True,resolved,6472,False,False,False,,258,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0087-control,87,control,True,resolved,5537,False,False,False,,-159,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0088-treatment,88,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0089-control,89,control,False,ambiguous,9081,False,False,False,,-241,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0090-treatment,90,treatment,True,resolved,7304,False,False,False,,54,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0091-control,91,control,True,resolved,5696,False,False,True,11,0,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0092-treatment,92,treatment,False,ambiguous,5621,False,False,False,,-75,9
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0093-control,93,control,True,resolved,5633,False,False,False,,-63,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0094-treatment,94,treatment,True,resolved,4405,False,False,False,,-255,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0095-treatment,95,treatment,True,resolved,6732,False,False,True,13,0,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0096-control,96,control,False,resolved,516,True,False,True,1,0,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0097-control,97,control,False,resolved,516,True,False,True,1,0,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0098-treatment,98,treatment,True,resolved,12948,False,False,True,25,0,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0099-control,99,control,True,resolved,10144,False,False,False,,-214,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0100-treatment,100,treatment,True,resolved,11369,False,False,False,,-25,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0101-control,101,control,False,resolved,516,True,False,True,1,0,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0102-treatment,102,treatment,True,resolved,11783,False,False,False,,-129,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0103-treatment,103,treatment,False,resolved,1734,False,False,False,,182,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0104-control,104,control,False,resolved,1828,False,False,False,,-242,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0105-treatment,105,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0106-control,106,control,True,resolved,8790,False,False,False,,-14,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0107-treatment,107,treatment,True,resolved,4951,False,False,False,,-227,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0108-control,108,control,True,resolved,7174,False,False,False,,-76,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0109-control,109,control,False,resolved,516,True,False,True,1,0,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0110-treatment,110,treatment,True,resolved,11770,False,False,False,,-142,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0111-control,111,control,True,resolved,6578,False,False,False,,-154,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0112-treatment,112,treatment,True,resolved,4660,False,False,True,9,0,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0113-treatment,113,treatment,True,resolved,6621,False,False,False,,-111,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0114-control,114,control,True,resolved,5005,False,False,False,,-173,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0115-treatment,115,treatment,True,resolved,3427,False,False,False,,-197,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0116-control,116,control,True,resolved,16482,False,False,False,,-92,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0117-treatment,117,treatment,True,resolved,5376,False,False,False,,198,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0118-control,118,control,True,resolved,8670,False,False,False,,-134,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0119-control,119,control,False,resolved,516,True,False,True,1,0,3
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0120-treatment,120,treatment,True,resolved,5978,False,False,False,,-236,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0121-treatment,121,treatment,False,resolved,1885,False,False,False,,-185,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0122-control,122,control,False,resolved,1517,False,False,False,,-35,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0123-control,123,control,True,resolved,9510,False,False,False,,188,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0124-treatment,124,treatment,True,resolved,6940,False,False,False,,208,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0125-control,125,control,False,resolved,1501,False,False,False,,-51,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0126-treatment,126,treatment,False,resolved,516,True,False,True,1,0,28
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0127-treatment,127,treatment,True,resolved,4936,False,False,False,,-242,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0128-control,128,control,False,resolved,516,True,False,True,1,0,28
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0129-control,129,control,True,resolved,7547,False,False,False,,-221,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0130-treatment,130,treatment,True,resolved,5473,False,False,False,,-223,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0131-treatment,131,treatment,True,resolved,7041,False,False,False,,-209,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0132-control,132,control,False,resolved,516,True,False,True,1,0,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0133-treatment,133,treatment,True,resolved,12882,False,False,False,,-66,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0134-control,134,control,False,resolved,516,True,False,True,1,0,36
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0135-control,135,control,True,resolved,8730,False,False,False,,-74,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0136-treatment,136,treatment,True,resolved,10774,False,False,False,,-102,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0137-treatment,137,treatment,True,resolved,5910,False,False,False,,214,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0138-control,138,control,True,resolved,4973,False,False,False,,-205,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0139-control,139,control,True,resolved,2457,False,False,False,,-131,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0140-treatment,140,treatment,True,resolved,5696,False,False,True,11,0,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0141-control,141,control,True,resolved,8771,False,False,False,,-33,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0142-treatment,142,treatment,True,resolved,7358,False,False,False,,108,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0143-control,143,control,True,resolved,4584,False,False,False,,-76,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0144-treatment,144,treatment,False,resolved,2043,False,False,False,,-27,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0145-treatment,145,treatment,True,resolved,4081,False,False,False,,-61,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0146-control,146,control,False,ambiguous,5600,False,False,False,,-96,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0147-control,147,control,True,resolved,2032,False,False,False,,-38,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0148-treatment,148,treatment,True,resolved,5104,False,False,False,,-74,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0149-treatment,149,treatment,True,resolved,5696,False,False,True,11,0,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0150-control,150,control,False,resolved,516,True,False,True,1,0,36
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0151-control,151,control,False,resolved,1499,False,False,False,,-53,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0152-treatment,152,treatment,True,resolved,10244,False,False,False,,-114,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0153-treatment,153,treatment,True,resolved,13405,False,False,False,,-61,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0154-control,154,control,False,resolved,1474,False,False,False,,-78,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0155-control,155,control,True,resolved,8804,False,False,True,17,0,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0156-treatment,156,treatment,True,resolved,6117,False,False,False,,-97,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0157-control,157,control,True,resolved,10584,False,False,False,,226,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0158-treatment,158,treatment,False,resolved,516,True,False,True,1,0,20
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0159-control,159,control,False,resolved,516,True,False,True,1,0,28
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0160-treatment,160,treatment,True,resolved,6030,False,False,False,,-184,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0161-treatment,161,treatment,False,resolved,516,True,False,True,1,0,25
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0162-control,162,control,True,resolved,7102,False,False,False,,-148,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0163-treatment,163,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0164-control,164,control,False,resolved,516,True,False,True,1,0,17
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0165-control,165,control,False,resolved,516,True,False,True,1,0,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0166-treatment,166,treatment,False,resolved,1710,False,False,False,,158,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0167-control,167,control,True,resolved,12167,False,False,False,,255,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0168-treatment,168,treatment,False,resolved,2070,False,False,True,4,0,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0169-treatment,169,treatment,True,resolved,5834,False,False,False,,138,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0170-control,170,control,True,resolved,12204,False,False,False,,-226,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0171-treatment,171,treatment,True,resolved,8361,False,False,False,,75,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0172-control,172,control,True,resolved,7768,False,False,True,15,0,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0173-treatment,173,treatment,True,resolved,5236,False,False,False,,58,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0174-control,174,control,True,resolved,5818,False,False,False,,122,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0175-control,175,control,False,ambiguous,516,True,False,True,1,0,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0176-treatment,176,treatment,True,resolved,5249,False,False,False,,71,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0177-treatment,177,treatment,False,ambiguous,516,True,False,True,1,0,23
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0178-control,178,control,True,resolved,4863,False,False,False,,203,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0179-control,179,control,False,ambiguous,5376,False,False,False,,198,11
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0180-treatment,180,treatment,False,resolved,918,False,False,False,,-116,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0181-treatment,181,treatment,True,resolved,7524,False,False,False,,-244,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0182-control,182,control,True,resolved,7768,False,False,True,15,0,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0183-control,183,control,True,resolved,10573,False,False,False,,215,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0184-treatment,184,treatment,False,resolved,1034,False,True,True,2,0,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0185-control,185,control,True,resolved,6214,False,False,True,12,0,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0186-treatment,186,treatment,False,resolved,516,True,False,True,1,0,23
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0187-treatment,187,treatment,False,resolved,516,True,False,True,1,0,27
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0188-control,188,control,False,resolved,516,True,False,True,1,0,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0189-treatment,189,treatment,True,resolved,4142,False,False,True,8,0,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0190-control,190,control,True,resolved,5058,False,False,False,,-120,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0191-control,191,control,True,resolved,7768,False,False,True,15,0,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0192-treatment,192,treatment,False,resolved,1507,False,False,False,,-45,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0193-control,193,control,True,resolved,9046,False,False,False,,242,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0194-treatment,194,treatment,True,resolved,5620,False,False,False,,-76,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0195-control,195,control,True,resolved,5132,False,False,False,,-46,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0196-treatment,196,treatment,True,resolved,5082,False,False,False,,-96,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0197-control,197,control,True,resolved,6214,False,False,True,12,0,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0198-treatment,198,treatment,True,resolved,4867,False,False,False,,207,21
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0199-control,199,control,False,resolved,516,True,False,True,1,0,29
gpt-5.4-xhigh,gpt-5.4,xhigh,strict_correct,run-0200-treatment,200,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0001-control,1,control,False,resolved,516,True,False,True,1,0,27
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0002-treatment,2,treatment,True,resolved,2588,False,False,True,5,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0003-treatment,3,treatment,False,resolved,516,True,False,True,1,0,36
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0004-control,4,control,False,resolved,516,True,False,True,1,0,27
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0005-control,5,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0006-treatment,6,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0007-control,7,control,True,resolved,7250,False,False,True,14,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0008-treatment,8,treatment,True,resolved,8797,False,False,False,,-7,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0009-treatment,9,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0010-control,10,control,False,resolved,516,True,False,True,1,0,28
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0011-control,11,control,True,resolved,5178,False,False,True,10,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0012-treatment,12,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0013-treatment,13,treatment,False,resolved,1034,False,True,True,2,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0014-control,14,control,True,ambiguous,3106,False,False,True,6,0,12
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0015-control,15,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0016-treatment,16,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0017-control,17,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0018-treatment,18,treatment,True,resolved,6160,False,False,False,,-54,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0019-treatment,19,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0020-control,20,control,False,resolved,1034,False,True,True,2,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0021-treatment,21,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0022-control,22,control,False,resolved,516,True,False,True,1,0,27
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0023-treatment,23,treatment,False,resolved,516,True,False,True,1,0,27
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0024-control,24,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0025-control,25,control,True,resolved,4660,False,False,True,9,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0026-treatment,26,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0027-treatment,27,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0028-control,28,control,True,resolved,4660,False,False,True,9,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0029-control,29,control,False,resolved,516,True,False,True,1,0,20
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0030-treatment,30,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0031-control,31,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0032-treatment,32,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0033-control,33,control,False,resolved,516,True,False,True,1,0,38
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0034-treatment,34,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0035-control,35,control,True,resolved,4142,False,False,True,8,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0036-treatment,36,treatment,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0037-treatment,37,treatment,True,resolved,2588,False,False,True,5,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0038-control,38,control,False,resolved,516,True,False,True,1,0,29
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0039-control,39,control,False,resolved,516,True,False,True,1,0,35
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0040-treatment,40,treatment,True,resolved,9840,False,False,True,19,0,21
gpt-5.5-xhigh,gpt-5.5,xhigh,adjudicated_correct,run-0041-control,41,control,False,resolved,516,True,False,True,1,0,35
