run_id,scheduled_order,arm,status,seed,model,model_reasoning_effort,provider_mode,parser_correct,parser_status,strict_correct,contains_21,contains_516_text,final_integer_candidate,final_text_sha256,final_text_length,input_tokens,cached_input_tokens,output_tokens,reasoning_output_tokens,reasoning_tokens_is_516,reasoning_tokens_is_518n_minus_2,lattice_n,lattice_residual,wall_ms,ttft_ms,ttft_kind,first_json_event_ms,first_final_message_ms,tokens_per_second,prompt_sha256,agents_sha256,process_start_at,process_end_at
run-0120-treatment,120,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,845db959cf1d44561210111a8bc2c6a8c61fa435dd0d6c59b0baeb7f1be8e1de,315,11394,9088,746,516,True,True,1,0,19393,17835,final_message,358,17835,38.467488268963024,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:27:20.570144Z,2026-06-29T06:27:39.963098Z
run-0121-treatment,121,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,28,c27a42bbe11aa6031b000f01bec5b93cc79f6ed3387c4a11b56cd0064bc59f2f,580,11394,9088,913,516,True,True,1,0,24670,23146,final_message,401,23146,37.00851236319416,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:27:27.426772Z,2026-06-29T06:27:52.096498Z
run-0122-control,122,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,35a698666ac797dd722a2b847b60456164f283a4e75454243d85bb41f6d3e190,294,11379,11136,729,516,True,True,1,0,18434,16974,final_message,461,16974,39.54649018118693,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:27:32.021131Z,2026-06-29T06:27:50.454958Z
run-0123-control,123,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,945a2851e645af12094919b555a08cb8f7b37c5a1799202a58b563e359a2bb58,335,11379,11136,2835,2588,False,True,5,0,65412,65063,final_message,930,65063,43.34067143643368,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:44:00.841535Z,2026-06-29T06:45:06.253129Z
run-0124-treatment,124,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,654f2d51b0ebc180862255d09c69c8dd5c9633282bceae9498405a1afc9f6ec0,316,11394,9088,3857,3624,False,True,7,0,86191,79484,final_message,436,79484,44.74945179891172,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:27:39.964252Z,2026-06-29T06:29:06.155197Z
run-0125-control,125,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,22e01f05e62c37a0301c973ed6a7de1050905da0f5fe5cb2d3cabe6eda91a4aa,527,11379,11136,888,516,True,True,1,0,29433,19384,final_message,319,19384,30.170217103251453,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:27:50.456076Z,2026-06-29T06:28:19.888815Z
run-0126-treatment,126,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,28,70b26f8466c2b9afee6a4bfa9df80e0dc024894674808980331f42efe03539a6,188,11394,9088,655,516,True,True,1,0,25259,15211,final_message,316,15211,25.931351201551923,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:27:52.097659Z,2026-06-29T06:28:17.356856Z
run-0127-treatment,127,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,36,ffe8717c6b609c40552b984e8cd9e685c8373de438bfb218d6abd5a6cc04eb7f,433,11394,11136,828,516,True,True,1,0,22454,20811,final_message,1930,20811,36.87538968557941,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:44:00.842456Z,2026-06-29T06:44:23.296759Z
run-0128-control,128,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,78f21fcd37ad5ba8a9c686b56ff70a9c73b51ac2bb0ed850b4893b67226bd9b5,305,11379,11136,735,516,True,True,1,0,20959,19085,final_message,1929,19085,35.068467007013695,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:44:00.843410Z,2026-06-29T06:44:21.802792Z
run-0129-control,129,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,30,2ff980062dae9c51ecf1dc1c34603048fe25e226d7abe634e706cde876d4c229,433,11379,9088,824,516,True,True,1,0,22133,20470,final_message,2095,20470,37.22947634753535,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:44:00.844575Z,2026-06-29T06:44:22.978053Z
run-0130-treatment,130,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,43529522ed5d41514491ff2ea24f9800673417c56f429ca4fcc25dcef26c1ad8,292,11394,11136,719,516,True,True,1,0,20132,18499,final_message,2387,18499,35.71428571428571,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:44:00.845818Z,2026-06-29T06:44:20.977901Z
run-0131-treatment,131,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,d3a5c759004ed6a3af764637b2396a147cf43bc7a916aa58a0538e4f82c08b3c,244,11394,11136,5357,5178,False,True,10,0,102093,101733,final_message,2446,101733,52.47176593889885,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:44:00.847725Z,2026-06-29T06:45:42.941016Z
run-0132-control,132,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,28,bd5a9e8d6924a3f9651ec03938863f9c5bce66705d3fe31759c88f1505cc3588,333,11379,9088,752,516,True,True,1,0,18801,17249,final_message,676,17249,39.9978724535929,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:44:20.977480Z,2026-06-29T06:44:39.778627Z
run-0133-treatment,133,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,5309846832dba0979067fd6fa8ebe40ba6c9487e4a2879060f5fb6a03466e98e,251,11394,11136,3811,3624,False,True,7,0,73303,72951,final_message,491,72951,51.98968664311147,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:44:20.978770Z,2026-06-29T06:45:34.281296Z
run-0134-control,134,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,fadc5185db27d7f22b0fb2aa04e99c51042ad7bc4bf1769004596383510cb496,204,11379,9088,663,516,True,True,1,0,223989,221929,final_message,328,221929,2.959966784083147,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:31:56.861078Z,2026-06-29T06:35:40.849831Z
run-0135-control,135,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,e691f7b73f258ac4cd27ce4db4b83a458bcf885a2b2ad255c6f0de53323e2df7,195,11379,11136,659,516,True,True,1,0,218983,215320,final_message,569,215320,3.0093660238466,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:32:03.238206Z,2026-06-29T06:35:42.220881Z
run-0136-treatment,136,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,7b000e4eeb473d3dc828ac93c7d570776a79fb92651c59cb7f256d4873d4798a,396,11394,9088,803,516,True,True,1,0,26206,21573,final_message,501,21573,30.64183774708082,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:44:21.804110Z,2026-06-29T06:44:48.010010Z
run-0137-treatment,137,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,cf7b1b5a3be83c2d0434929366e4e6f4c84d2ff6cc5b9c4744887881feb98c06,220,11394,9088,678,516,True,True,1,0,185242,184266,final_message,469,184266,3.660077088349295,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:32:35.008182Z,2026-06-29T06:35:40.249883Z
run-0138-control,138,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,34,945d576ab9dfd8b3f6b1024937e1ae80b4da862b5f90da7153d940f162f40470,488,11379,11136,844,516,True,True,1,0,191269,186222,final_message,764,186222,4.412633516147415,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:32:37.132835Z,2026-06-29T06:35:48.402324Z
run-0139-control,139,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,3e82f26c47f010affb1784c21dff82f17772e12ea4c593eae0236c5f6daa0b9c,365,11379,11136,776,516,True,True,1,0,193321,191202,final_message,858,191202,4.014049172102358,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:32:37.935080Z,2026-06-29T06:35:51.256555Z
run-0140-treatment,140,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,991279f979cee3aa07564b869f5f19ab24ac362e1a67b9584b4bae412f87d1bb,308,11394,11136,741,516,True,True,1,0,187078,179065,final_message,395,179065,3.960914698681833,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:32:42.554312Z,2026-06-29T06:35:49.632404Z
run-0141-control,141,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,25de913780ba3ee392d85f9c0195d5d37af3290058ddd0b4e01737f9e1860484,456,11379,9088,846,516,True,True,1,0,162440,153765,final_message,357,153765,5.208076828367397,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:33:09.588995Z,2026-06-29T06:35:52.029374Z
run-0142-treatment,142,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,23,9ee3f5d5fd2a479b64f31f1f76ae91580e047c8049cbcdf39617fc4f11aea6da,360,11394,9088,778,516,True,True,1,0,26994,24427,final_message,562,24427,28.821219530265985,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:35:40.251208Z,2026-06-29T06:36:07.245397Z
run-0143-control,143,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,71886f0110e9edd882fe155962d3a4ea5cf6e0c9897e8e833e6ed3018f8c5fad,297,11379,11136,9057,8792,False,False,,-12,182380,29652,final_message,467,29652,49.66005044412765,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:35:40.852130Z,2026-06-29T06:38:43.232317Z
run-0144-treatment,144,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,fd6997e28a951e36193b6b97324aeead8fd4fb1454f7bc95a9633219f4943d12,425,11394,9088,823,516,True,True,1,0,28527,24893,final_message,506,24893,28.849861534686436,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:35:42.222244Z,2026-06-29T06:36:10.749504Z
run-0145-treatment,145,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,ea2401027ece047c74a5e0059cbb4f230f9078e329442e41db0ca6ad70c489b8,296,11394,9088,7975,7768,False,True,15,0,165728,155716,final_message,491,155716,48.121017570959644,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:35:48.403760Z,2026-06-29T06:38:34.131615Z
run-0146-control,146,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,650ec8f3c83c145d501efde7bf6ff6a0e5dc4786659ffee04b6d7fcd0b8f84c9,339,11379,9088,760,516,True,True,1,0,21622,18496,final_message,347,18496,35.1493848857645,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:35:49.633866Z,2026-06-29T06:36:11.256252Z
run-0147-control,147,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,30,c24f1a557187a518e711b551485b287ff3347eacccbf10e78032fba868120586,402,11379,11136,810,516,True,True,1,0,30341,20268,final_message,588,20268,26.69654922382255,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:35:51.258029Z,2026-06-29T06:36:21.599041Z
run-0148-treatment,148,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,49ad5170e160de662b56fa82a3d4910ff5a18517439dd4f5f4905cbd6bc4afee,477,11394,11136,865,516,True,True,1,0,31157,20935,final_message,522,20935,27.762621561767823,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:35:52.030936Z,2026-06-29T06:36:23.188307Z
run-0149-treatment,149,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,4c2ddeca686c9097d01b8e7c27eb78ef5f0fc28da333830be10ead69ff4dedac,304,11394,9088,729,516,True,True,1,0,33987,25844,final_message,343,25844,21.449377703239474,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:36:07.246565Z,2026-06-29T06:36:41.233123Z
run-0150-control,150,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,8eaeab593df57b7607c1cb37496b082b51d0cddb39ee5ff41f14ea4e6bd70f2c,361,11379,9088,775,516,True,True,1,0,30938,23635,final_message,723,23635,25.050100200400802,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:36:10.750777Z,2026-06-29T06:36:41.688919Z
run-0151-control,151,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,ambiguous,False,True,False,29,8394a3ff85e3341202330871c9fde06457859310aac8aa686b78df5f48fdd32a,281,11379,9088,4393,4142,False,True,8,0,97503,18230,final_message,1030,18230,45.05502394798109,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:36:11.260970Z,2026-06-29T06:37:48.763894Z
run-0152-treatment,152,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,8ab4a3df847cf5c0bd19a918651332f74194e23187c3531f17ce8e2ee620d64b,309,11394,11136,739,516,True,True,1,0,40482,30929,final_message,372,30929,18.255026925547156,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:36:21.600243Z,2026-06-29T06:37:02.081876Z
run-0153-treatment,153,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,bc7ce6bb58152e6784e63783c0eb197baade79335585210ae6a58be4e972fed8,694,11394,9088,998,516,True,True,1,0,44246,34183,final_message,336,34183,22.55571125073453,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:36:23.190270Z,2026-06-29T06:37:07.435808Z
run-0154-control,154,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,635bf8bfe15de64b6c60c34fae3908ba791b348545b3e802769cac63ab890058,455,11379,11136,844,516,True,True,1,0,34513,24141,final_message,347,24141,24.45455335670617,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:36:41.234360Z,2026-06-29T06:37:15.747686Z
run-0155-control,155,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,620d60bebedbe01bbf0781b6349fa443a9146de01977a07d9fccaf80702695ba,589,11379,9088,944,516,True,True,1,0,38155,28087,final_message,517,28087,24.74118726248198,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:36:41.690960Z,2026-06-29T06:37:19.845582Z
run-0156-treatment,156,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,2274c556fa75d720bce4a4bc161628dd60171a7e2e2c29597176d6494f8a9b4b,326,11394,9088,4898,4660,False,True,9,0,102599,100693,final_message,388,100693,47.73925671790173,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:37:02.083040Z,2026-06-29T06:38:44.681732Z
run-0157-control,157,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,decc005b5a18151ca50da80952be3f87a8154807cd2ea435c9d7c0a78acab23d,323,11379,11136,744,516,True,True,1,0,33894,24119,final_message,415,24119,21.950787750044256,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:37:04.004975Z,2026-06-29T06:37:37.899177Z
run-0158-treatment,158,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,36,d89873898665d15ac21775478eca789e4d7991c1a41708dda60b3184e13a2f88,502,11394,11136,873,516,True,True,1,0,31066,24763,final_message,424,24763,28.101461404751177,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:37:07.437198Z,2026-06-29T06:37:38.502847Z
run-0159-control,159,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,19f505635882ef0367c7faa48481f79c82e6d86088d19ef118b22a9f1cb25d05,218,11379,4480,680,516,True,True,1,0,22668,17920,final_message,392,17920,29.99823539791777,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:37:15.749121Z,2026-06-29T06:37:38.416942Z
