run_id,scheduled_order,arm,status,seed,model,model_reasoning_effort,provider_mode,parser_correct,parser_status,strict_correct,contains_21,contains_516_text,final_integer_candidate,final_text_sha256,final_text_length,input_tokens,cached_input_tokens,output_tokens,reasoning_output_tokens,reasoning_tokens_is_516,reasoning_tokens_is_518n_minus_2,lattice_n,lattice_residual,wall_ms,ttft_ms,ttft_kind,first_json_event_ms,first_final_message_ms,tokens_per_second,prompt_sha256,agents_sha256,process_start_at,process_end_at
run-0160-treatment,160,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,35,df997af20bf4a87410703b136e36e9dae2f630b48c5829640d22257d4e7d4c68,146,11394,11136,624,516,True,True,1,0,33651,26230,final_message,524,26230,18.543282517607203,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:37:19.847655Z,2026-06-29T06:37:53.498170Z
run-0161-treatment,161,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,ccc77a1fde268f5aa239343a4daffce6ccd361db85074991ade119902c2548e6,302,11394,9088,727,516,True,True,1,0,34803,25878,final_message,392,25878,20.889003821509643,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:37:37.900509Z,2026-06-29T06:38:12.703665Z
run-0162-control,162,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,ce7a8cdb1e3608a683f287ca5de5c5062edcdf020848456d5b730a3ee2704baa,286,11379,11136,724,516,True,True,1,0,36125,30519,final_message,956,30519,20.041522491349482,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:37:38.420705Z,2026-06-29T06:38:14.545941Z
run-0163-treatment,163,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,303d4088a4b32ca9889c026390745211979309c102ffbbb86631cdec39e169a4,267,11394,11136,702,516,True,True,1,0,28038,24314,final_message,966,24314,25.037449176118127,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:37:38.504829Z,2026-06-29T06:38:06.543150Z
run-0164-control,164,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,4f9ef8e5ca4e4e14f92e11824bbc203e53a0856067b5471eeefef67fd89f4437,384,11379,9088,3911,3623,False,False,,-1,80188,79820,final_message,381,79820,48.77288372325036,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:37:48.765151Z,2026-06-29T06:39:08.953134Z
run-0165-control,165,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,bcf017d49259036c843f999be264b3441dd1d8fde8ecf33fecfcd56e80121a6a,304,11379,9088,725,516,True,True,1,0,33769,23652,final_message,488,23652,21.469395007255176,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:37:53.499704Z,2026-06-29T06:38:27.268785Z
run-0166-treatment,166,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,97e402dd36a9e3724144b62bbc9122df7c75cdbd173450b3d146f9fa1521443b,229,11394,11136,685,516,True,True,1,0,29326,19286,final_message,304,19286,23.35811225533656,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:38:06.544483Z,2026-06-29T06:38:35.870572Z
run-0167-control,167,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,8f606423b5272c8c7c1698f88402ea9742195522f55003c92f22cf0c7f6d3b73,320,11379,11136,4382,4142,False,True,8,0,86796,86421,final_message,419,86421,50.486197520623065,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:38:12.704896Z,2026-06-29T06:39:39.500902Z
run-0168-treatment,168,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,ad50faf215fb203033288d0a6adb345291ebaa486a5313292a6f6111b81b2671,579,11394,9088,936,516,True,True,1,0,29507,27042,final_message,395,27042,31.721286474395903,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:38:14.547607Z,2026-06-29T06:38:44.054923Z
run-0169-treatment,169,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,25,99e9eaf7ca56e27bf0cb45bee38feedd405e68e8e52805ef4411bcc9e75dedd5,263,11394,9088,705,516,True,True,1,0,34313,31498,final_message,402,31498,20.546148690000873,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:38:27.269953Z,2026-06-29T06:39:01.582535Z
run-0170-control,170,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,2e321009179a5a25649410b596d47deb8735e8c19e97f3f77b2f06fffea1a255,190,11379,9088,652,516,True,True,1,0,22844,20927,final_message,443,20927,28.541411311504113,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:38:34.132745Z,2026-06-29T06:38:56.977168Z
run-0171-treatment,171,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,87b273069a0c2e5845e2676981e5a63dcce49ad26840f92ced0b92ef4a72ce9e,240,11394,9088,5868,5696,False,True,11,0,116961,116559,final_message,425,116559,50.170569677071846,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:38:35.872207Z,2026-06-29T06:40:32.833309Z
run-0172-control,172,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,cd06f86248ca932df6cbe05ddbc9351560970850ab9642fcabd54c3f9d453c23,303,11379,9088,722,516,True,True,1,0,19780,17898,final_message,361,17898,36.5015166835187,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:38:43.233542Z,2026-06-29T06:39:03.014037Z
run-0173-treatment,173,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,2d1bffc8c0f65c459f96e63f7922c766860743d4c7269c76619b89ec17fcccaa,265,11394,11136,1229,1034,False,True,2,0,28292,26183,final_message,575,26183,43.4398416513502,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:38:44.056703Z,2026-06-29T06:39:12.349172Z
run-0174-control,174,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,d228c43f6b6af13d424dba1017cb1f1ff2d9280d1ec1383fc83569f1005aafca,305,11379,9088,731,516,True,True,1,0,20273,17647,final_message,568,17647,36.057810881467965,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:38:44.683848Z,2026-06-29T06:39:04.957149Z
run-0175-control,175,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,30,74460da200224d87b47d0b8bb566c6c0ee85176c23468d7d062c7e792117ba14,470,11379,9088,839,516,True,True,1,0,20492,18818,final_message,390,18818,40.942806949053285,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:38:56.978274Z,2026-06-29T06:39:17.470744Z
run-0176-treatment,176,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,27,ef6090600c55a826313879337e70125e699c2078e78126a637c48e87f5141635,397,11394,11136,797,516,True,True,1,0,20591,19013,final_message,378,19013,38.70623087756787,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:39:01.583689Z,2026-06-29T06:39:22.174298Z
run-0177-treatment,177,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,23,f78b1f194c3d482a601adf32a7b3f8f5da0021890f9a8e44b27e8e0e994032eb,419,11394,11136,822,516,True,True,1,0,21423,19314,final_message,456,19314,38.369976193810395,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:39:03.015418Z,2026-06-29T06:39:24.438485Z
run-0178-control,178,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,ambiguous,False,True,False,20,a3254323489d0648a40eb1c026af754f31b564ef05fba504649772b9a436174b,356,11379,11136,3880,3624,False,True,7,0,84176,83797,final_message,668,83797,46.093898498384334,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:39:04.964044Z,2026-06-29T06:40:29.140433Z
run-0179-control,179,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,1e565e6e1c303480e447d68fbce88da4fec0a372ddc3425cc19effaebe11ad70,785,11379,9088,1036,516,True,True,1,0,25636,22869,final_message,332,22869,40.411920736464346,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:39:08.954346Z,2026-06-29T06:39:34.590714Z
run-0180-treatment,180,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,ddcf136daa5fa9145d7b72411dba6bbb9711086ad8ed7015412fe61280b031c3,282,11394,11136,724,516,True,True,1,0,21440,17612,final_message,905,17612,33.76865671641791,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:39:12.350822Z,2026-06-29T06:39:33.790798Z
run-0181-treatment,181,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,36,cd029d57a488336ae369584ff6553ac736bf05d46aa4e647d7a0ef2e8af253ce,773,11394,11136,1050,516,True,True,1,0,25262,23539,final_message,485,23539,41.56440503523078,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:39:17.471913Z,2026-06-29T06:39:42.733545Z
run-0182-control,182,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,ede8ffa67d9e5259675ef8bc0b0ff890c9a3bf66b077f8b25e04c22dce4b9e87,359,11379,9088,775,516,True,True,1,0,19769,17990,final_message,440,17990,39.2027922504932,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:39:22.175497Z,2026-06-29T06:39:41.944248Z
run-0183-control,183,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,34,c1f6c6e1f8bbb21b2bafd6e5645da7b125dc6d3576ecea116a5e3c7745b922ea,413,11379,11136,819,516,True,True,1,0,21051,18964,final_message,602,18964,38.90551517742625,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:39:24.441108Z,2026-06-29T06:39:45.492367Z
run-0184-treatment,184,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,36,5b2670db4ce9819f450ba1a58c54a5985757a5084f7ecb6ec561ccb0c4d2ed3e,607,11394,11136,951,516,True,True,1,0,22799,21118,final_message,355,21118,41.71235580507917,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:39:33.792056Z,2026-06-29T06:39:56.590901Z
run-0185-control,185,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,7eabed29520707c9619ff5fc7e2bfe99bf6aa529588c49a06cd84a5823291e32,309,11379,11136,741,516,True,True,1,0,22815,20908,final_message,426,20908,32.47863247863248,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:39:34.592350Z,2026-06-29T06:39:57.406892Z
run-0186-treatment,186,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,f8e75df2e8db7d52ad62f1d4d6cb45e51315f11b7e0f5a53451681799c4dee7e,291,11394,11136,715,516,True,True,1,0,17947,16330,final_message,331,16330,39.83952749763192,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:39:39.502106Z,2026-06-29T06:39:57.448921Z
run-0187-treatment,187,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,f4fa7136f872782cbecc0428232dcbb8e6802bdf5365c381b3e566a15f3999e0,257,11394,11136,696,516,True,True,1,0,18366,16644,final_message,341,16644,37.896112381574646,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:39:41.945406Z,2026-06-29T06:40:00.311650Z
run-0188-control,188,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,2603e795e933363fd45f93fbfe38a0deee1ca0a244d48ae536f611ba6ed6a50e,398,11379,9088,805,516,True,True,1,0,20654,18619,final_message,457,18619,38.97550111358574,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:39:42.734973Z,2026-06-29T06:40:03.388878Z
run-0189-treatment,189,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,1aec0f066b4602f270901b9aa1f8ec7b72baa163e3d4c12ff58304ab850d0616,215,11394,11136,671,516,True,True,1,0,18071,16098,final_message,426,16098,37.131315367162856,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:39:45.494115Z,2026-06-29T06:40:03.564770Z
run-0190-control,190,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,32f262c3c97c75beaaffb2efdf1e263915652540ff20aa4420116ef67d24db0a,379,11379,11136,788,516,True,True,1,0,19949,18309,final_message,638,18309,39.50072685347636,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:39:56.592082Z,2026-06-29T06:40:16.541153Z
run-0191-control,191,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,25,2e2fc4816d7b15844ce6578d4bf9c2e9cf6449d7ba144193ff763c2bfe42d246,425,11379,11136,825,516,True,True,1,0,20526,18998,final_message,882,18998,40.19292604501608,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:39:57.432711Z,2026-06-29T06:40:17.958337Z
run-0192-treatment,192,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,ce8c2842ee907eda54deda52212c3b5219a0d54def042b464e66cba63ad6dacb,234,11394,9088,7416,7250,False,True,14,0,139735,139397,final_message,683,139397,53.07188607006118,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:39:57.450785Z,2026-06-29T06:42:17.185617Z
run-0193-control,193,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,422f3c19c273f315816ea1ddb22ca358c5f2f8c07a1f10125df14417721ee56e,194,11379,11136,658,516,True,True,1,0,17798,16269,final_message,500,16269,36.9704461175413,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:40:00.313750Z,2026-06-29T06:40:18.111970Z
run-0194-treatment,194,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,6a1a3d50b8a6bd9c3740c12fe09a2e2f1b0477c80e45bdae7e44560e5a3bd29f,276,11394,9088,717,516,True,True,1,0,18546,16853,final_message,397,16853,38.66062762859916,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:40:03.390094Z,2026-06-29T06:40:21.936163Z
run-0195-control,195,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,76c2df2758af2080b85c74ec6c929e38e6aae9ec54d233c9378ac381f226efa2,307,11379,9088,2856,2588,False,True,5,0,58410,15474,final_message,746,15474,48.895737031330256,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:40:03.566832Z,2026-06-29T06:41:01.976992Z
run-0196-treatment,196,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,36,38d64caa1c0d6b87595979e4b3b92d9422fdd1e59b07d1ee814db9dcedea71ac,496,11394,9088,879,516,True,True,1,0,22128,20185,final_message,293,20185,39.7234273318872,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:40:16.542283Z,2026-06-29T06:40:38.670714Z
run-0197-control,197,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,bdb29288837659477d2de9fc1428c3baaaa46706b21d2a83ef04b2ed2b279b2d,281,11379,9088,725,516,True,True,1,0,20771,18592,final_message,967,18592,34.904434066727646,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:40:17.959704Z,2026-06-29T06:40:38.730875Z
run-0198-treatment,198,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,True,resolved,True,True,False,21,e378c6e4a05abb1ffe3cc6a6e30f0cb8fbad9cd532b6ece18f336efba0246ce4,219,11394,11136,7414,7250,False,True,14,0,153316,152006,final_message,1111,152006,48.35764042891805,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:40:18.114167Z,2026-06-29T06:42:51.429892Z
run-0199-control,199,control,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,fecf9a3a4dbc131239504479432586e6992d29c6db049cef223db91efafca64e,283,11379,11136,716,516,True,True,1,0,23312,21654,final_message,319,21654,30.71379547014413,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,3d4eacfdc32f31acc1c8ce47d02b50a69bc25fbcf48b62c2a9f438d250e9a5c7,2026-06-29T06:40:21.937384Z,2026-06-29T06:40:45.248921Z
run-0200-treatment,200,treatment,completed,20260628,gpt-5.5,xhigh,chatgpt_auth,False,resolved,False,False,False,29,a077538a45a93e4db138d47d3c509ce8b4f9d411ba2d2558988c826f22bd382c,414,11394,11136,799,516,True,True,1,0,20016,18291,final_message,414,18291,39.91806554756195,6eca5c454c9f9e4b7ce5c5c22c73a2335dc7f7a972098beed2d03c6bdf81c7dc,8856400618621749d07364567a94c767d1e1f65e453fab1976a286752a70f4e5,2026-06-29T06:40:29.141709Z,2026-06-29T06:40:49.158005Z
